,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,channelId,videoId,textDisplay,textOriginal,parentId,canRate,viewerRating,likeCount,moderationStatus,publishedAt,updatedAt,lang,pred_label
115,Adile Güleç,https://yt3.ggpht.com/ytc/APkrFKYq6KWh7Zu7mA-o5tRvE-pCRJvQLVQsbzqUaQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCD-k840h1qNi4Pw6VJjr9dg,{'value': 'UCD-k840h1qNi4Pw6VJjr9dg'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,Me:<br>Truck🇺🇸<br>Candy🇺🇸<br>Cookie🇺🇸<br>Jumper🇬🇧<br>Aubergine🇬🇧,"Me:
Truck🇺🇸
Candy🇺🇸
Cookie🇺🇸
Jumper🇬🇧
Aubergine🇬🇧",,True,none,0,,2023-10-14T12:27:53Z,2023-10-14T12:27:53Z,en,Personal Story
116,Ekaansh everything,https://yt3.ggpht.com/1DJkkkJ0Lx6fWIxvxq0BEm0RrWtTLwhd6ybXLYeuhdIF3vLEnkarAWcU1Wz_q_g1VJtcIJtf=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCVumpg5Ov7vX1VIIUEbB61A,{'value': 'UCVumpg5Ov7vX1VIIUEbB61A'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,American:candy<br>British:sweet<br><br>Me:toffee,"American:candy
British:sweet

Me:toffee",,True,none,0,,2023-10-14T12:20:52Z,2023-10-14T12:20:52Z,en,Constructive Criticism
117,Ansh and Anushka,https://yt3.ggpht.com/E1NnIxPcRQPMMaVcsKnbeBj18fL0zHEMZjLU9S5C5Ou0g7hn--Md7uh6CFSTB4m9IkXJj-VjYeU=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCUHaaO_hmDAcJQuci0B9DVA,{'value': 'UCUHaaO_hmDAcJQuci0B9DVA'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,American: eggplant<br>Britishers: Aubergine<br>Me(Indian): brinjal 😂<br>American: candy<br>Britishers: sweet<br>Me(Indian): choclate 😂,"American: eggplant
Britishers: Aubergine
Me(Indian): brinjal 😂
American: candy
Britishers: sweet
Me(Indian): choclate 😂",,True,none,0,,2023-10-14T12:12:21Z,2023-10-14T12:12:21Z,en,Joking
118,❤︎ʙʀɪᴀɴɴᴀʕ•ᴥ•ʔシ︎,https://yt3.ggpht.com/EPYByk-Hk1qEVHasiLpjKpi-6l5QrZb3il6_zTB3u7Fex-0OR_qqYXRT1Ht1PuySNzEbWC5ywpQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCCMvSoWy_jBfm8MnP_nZjJw,{'value': 'UCCMvSoWy_jBfm8MnP_nZjJw'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,both,both,,True,none,0,,2023-10-14T12:11:06Z,2023-10-14T12:11:06Z,en,Personal Story
119,GTG3000,https://yt3.ggpht.com/X3ncoML9E7ZYHvZ7J_qyz1ash8qDvjbWtkMrZ4361nrEqnkqmrwzJTRaip22SzRHDzf8zuj2=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCb5WhEVk9VdX2xo8YuxF0gg,{'value': 'UCb5WhEVk9VdX2xo8YuxF0gg'},UCAQg09FkoobmLquNNoO4ulg,BjdujZKbIaQ,we bengali like to mix it up we calll them torch light,we bengali like to mix it up we calll them torch light,,True,none,0,,2023-10-14T12:10:18Z,2023-10-14T12:10:18Z,en,Joking
120,Zoltán Tóth,https://yt3.ggpht.com/ytc/APkrFKYVxgYKtDDulnNPc3iLXJmfpSUVCd3z7e3C_w=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCAcJtC75N5xmtEgc1EeMTlA,{'value': 'UCAcJtC75N5xmtEgc1EeMTlA'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,And what if i from Hungary? 🇭🇺,And what if i from Hungary? 🇭🇺,,True,none,0,,2023-10-14T12:08:36Z,2023-10-14T12:08:36Z,en,Questions
121,Lancer,https://yt3.ggpht.com/10WRRKHbDbHtL2Yf5gU9WZRWbDfgM3FplUeHFbkiYj0Gy8w4pTwY4QxoW1N1VAUzGSTgpe_OCg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCwUzPVHWk6gfgmbEJzMEGeg,{'value': 'UCwUzPVHWk6gfgmbEJzMEGeg'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,American:sweater      British:jumper         Me:clothes💀,American:sweater      British:jumper         Me:clothes💀,,True,none,0,,2023-10-14T12:07:59Z,2023-10-14T12:07:59Z,en,Personal Story
123,hi :),https://yt3.ggpht.com/Uih0LQi_ISutANSNs7Ggk0eybbc_nFFZ775SaThAjo23iAWZ4XXngmePih8NVqT3nQzbfFAT7g=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCpjBGbmUH8V03aMTSuy8e0A,{'value': 'UCpjBGbmUH8V03aMTSuy8e0A'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,American: eggplant<br>British: aubergine<br>Indonesian: terONG🗿,"American: eggplant
British: aubergine
Indonesian: terONG🗿",,True,none,0,,2023-10-14T12:01:35Z,2023-10-14T12:01:35Z,en,Constructive Criticism
124,Ariyan Kurmi,https://yt3.ggpht.com/KUrkymFuIZUeaJS1IrnhMbC-TE5gSgm6J6VFLo1i-d1HfTldmqLUbxmHnnn_tb05T2Z00Vggh0E=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC2fxdi8xP2Or3D-xQcvsT_A,{'value': 'UC2fxdi8xP2Or3D-xQcvsT_A'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,Ok i speak both 🗿,Ok i speak both 🗿,,True,none,0,,2023-10-14T11:58:08Z,2023-10-14T11:58:08Z,en,Joking
126,Verrill Rayapudi,https://yt3.ggpht.com/ytc/APkrFKaPKM3ml0zQZzkwVjlQPM8YJg3wJ3JtzXQHSjFWvsicSD6VYi0sxZLfb3BYciEy=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCSZnX0rLhncr5WcULnPm4sw,{'value': 'UCSZnX0rLhncr5WcULnPm4sw'},UCAQg09FkoobmLquNNoO4ulg,lKkIBuBKaYQ,Its fresh FROIZZ,Its fresh FROIZZ,,True,none,0,,2023-10-14T11:51:57Z,2023-10-14T11:51:57Z,en,New Subscriber
127,Рахимахон Назаров,https://yt3.ggpht.com/ytc/APkrFKaNfa0rr3b_hUetCokqixWOuoIj53mWtD4gGr4uHKhsGhprlaaySpIRYdME1oFQiw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCyTu1oKa77gIxXOqTN-7wSg,{'value': 'UCyTu1oKa77gIxXOqTN-7wSg'},UCAQg09FkoobmLquNNoO4ulg,GnAvn1_ezXA,Thank you Marina I am from uzbekistan I am a great fan of yours,Thank you Marina I am from uzbekistan I am a great fan of yours,,True,none,0,,2023-10-14T11:39:34Z,2023-10-14T11:39:34Z,en,Positive Feedback
128,Debayu Sardar,https://yt3.ggpht.com/ytc/APkrFKZNVsPetAdJKkViW3p_ILEhBnNGQRzJzve1BJwSsg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCWBAGs18YwmB_MvNC0oWU5Q,{'value': 'UCWBAGs18YwmB_MvNC0oWU5Q'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,"Amrican-Eggplant <br>British-aubergine<br>Me-Dick,nunnu,lulli","Amrican-Eggplant 
British-aubergine
Me-Dick,nunnu,lulli",,True,none,0,,2023-10-14T11:38:22Z,2023-10-14T11:38:22Z,en,Joking
130,SingingSailorStar,https://yt3.ggpht.com/gXixNHIHRCVHow3LyJTL7kFZlxSzvu1U1ITzELYRExbTlv3JSu2oewQiuNrTe6ujJ2AtZQ102xY=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCVale5vJooj6fRXyBE-nJiQ,{'value': 'UCVale5vJooj6fRXyBE-nJiQ'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,Thats not a sweet nor candy ITS A LOLLY,Thats not a sweet nor candy ITS A LOLLY,,True,none,0,,2023-10-14T11:29:59Z,2023-10-14T11:29:59Z,en,Joking
