,textOriginal,cluster
1565,"Ironically, not bad sounds more positive than all right or is it just me?",3
1566,"English- Candy
British- Sweets
Me (as an Indian)-: toffee",0
1567,That's cucumber,0
1569,"American: Candy
British: Sweets



me:Toffee",0
1570,Then what is brinjal,3
1571,"Candy 
Me.chocolate
Eggplant
Me. Brinjal",0
1572,"im officially a British 









but for the last one i told brinjal and DI**  nvm im spoilt",4
1573,I need your number,3
1574,From India,3
1575,"Zucchini in American,
Courgette in British

*Or what's that?*

*Cucumber:* 💀👍",0
1577,American,4
1579,Why do need to be soo angry🙄😐,3
1580,"American hve no good habit, they hve guns, n radical👎",4
1581,Perfect❤,3
1582,"Bruh,I said toffee for the second one😅",3
1583,"Zucchini in America courgatte in brush 
Me : CCCCUUUUUCCCCUUUUUMMMMMBBBBBEEEEEERRRRRRRRRRRRRR!",0
1584,"American:candy
British:sweets 

Me: lolly’s 💀",0
1585,"My opinion, but I think it looks hideous",3
1587,Thank u so much marina i think i'm finaly making progress ❤,1
1589,Sorry I'm  🇮🇩,3
1590,Why don't you show what a napkin really is?,3
1591,I passed it with ease...,1
1592,Anybody here can help me to improve my English??,1
1593,not me with my NZ sayings,4
1594,"Cool , i love your style ❤",1
1596,This is unbelievably well 🎉❤,1
1597,Me nothing,3
1598,"My first language is hebrew and my second language is US english, so I have some British words like roundabout",4
1600,I decided to learn English because I want to improve my communication skills and to boost my confidence. It can open up opportunities.,1
1601,"9:49 
I hope I could study in USA 🇺🇸 and get my master as well as PhD degree in Aerospace Engineering to work in military and airlines and NASA.",1
1602,"I want to learn to speak English fluently.
I decided to watch your videos.I hope it will work for me.",1
1603,Im american english but the last one is.. bringle,4
1604,thank you so much for this video and I get my confidence and courage to creating my dream life.,1
1606,im Australian so i say lollies,0
1607,Where to get that book mam,1
1608,"Here’s all of the emojis 😭😌😌😅🤎🤎♾😆💓💝💘🥺🥺❣️💙💛🧡💙🥰💖😍🥰😄🥰😀😂🥲😂😅😚😇🙂🙃😍😇😅🧐🧐🥳😱🥸😞😔🥺😎🥺😎😖😜😓😟🤥🤬🤥🥵🤔😱😶😰😶🙄🙌🤧😪🙌🙌🤮👊👊👊👊



 BUT SHE HAS TO CHOOSE THE EGGPLANT SHE KNOWS WHAT SHES DOING

















almost their 







































































A little. More scrolling....





























































































OMG ALMOSTTTT






































































YOUR HERE! 👇

🍆",2
1609,Sexy,1
1610,"Put captions like this, it's difficult",1
1613,"Hi Marina,
I loved your meditation.
I want to work in the Judicial branch. I’m a lawyer.",1
1614,"""American version eggplant"" me, ""really?"" 💀",2
1615,Attention is a hell of a drug 💩,1
1616,whats your favorite tropical fruit,0
1618,Corporan has to work,3
1619,Ok. am I 'on' or 'at' or 'in' my seat? 😂😂😂,3
1622,Thanks For your help,1
1623,You're the best actress ❤,1
1624,"Car
Sugar
Cookie
Sweatshirt
eggplant
What language do I speak?",0
1626,I can't afford buying course,1
1627,British people do say truck,4
1629,"My first time watching you
Subscribe
Like
Good job 👍",1
1631,I HATE how loud people are here.,3
1632,Hi Marina first I wanna thank you for your fantastic helpful and  great videos you helped  me a lot to improve my English  so thank you for everything I hope you will get better and better in your career,1
1633,that is incorect  a that wouled bo a cokkie because it has choclet chips,0
1634,you are very good for teaching english language,1
1635,me at the end:my dic-,3
1637,Where is it? Marina,3
1638,Uhm the eggplant 💀,2
1639,I think we're done,3
1640,Borrow? How is she gonna return it?😅,3
1641,what about me brinjal exploding from my heart,3
1644,"Me got 1,2,3,4 right: me saying Willams dick instead of eggplant-💀😨",2
1646,New subscriber here from India nagaland 😊,1
1648,"Marina:- what's your pronunciation let's practice to know 😂🤣

Me:- I'm Indian guy,i know mixture of pronounciation of words 😂😂😂 lolll 😂😂😂",4
1649,American English,4
1650,"Me (french) 
Camion ?
Bonbon ?
If its a cookie : cookie but biscuit
Pull or sweat
Aubergine",0
1654,What happened to your sweater?,3
1655,"American:
British:
Me: Indian",4
1657,In India and Pakistan everyone say this 🍆 nunnu 😂,3
1660,"English:eggplant
Brithish: aubergine
Me: dick",2
1661,It is not eggplant it is PENIS,2
1662,What happens when you're in an American jail cell and they don't give you wifi,3
1663,British english,4
1664,What is the name of the guy beside her. Could someone share the link to his channel🤔,3
1665,Petrol pump left the chat,3
1666,Cucumber left the chat,3
1667,"American: candy
British:sweet
  


Le me* mithai",0
1668,"I speak indian
Money, shoe ,bandage....",3
1669,I speak wanted english,4
1672,i speak both of them,3
1673,The real quassang in France is twice bigger. I am a Korean.,3
1674,are you an undercover CIA/FBI/FWB agent?💀🤨,3
1675,Thanks 🙏 a lot!01.06.23,1
1676,"I learn english since 2022.I go to extra class,in the extra class we learn english grammar,speaking,listening,reading and writing. We learn only American and British action.I  always use American language when I speak with my partner. Your   
English is greate.Thank you so much for all lessons ❤❤❤❤😊😊😊😊😊😊",4
1677,Eggplant in great british- d**k,2
1678,American English 🎉,4
1681,"I m from India and I love to watching your videos. On every sentence I learnt something new. Your English conversation script is different from other youtubers , so thankyou Mam to being a good serve in terms of knowledge",1
1683,I would have said the Brijal as d😂😂k,3
1684,I think i am half american and british😂,4
1685,I am B2! Thank you so much 😊🎉🎉🎉🎉🎉😊😊😊😊😊,1
1686,"I'm from srilanka srilanka leaders free servise to me in srilanka artist enter my life and put sound in my ears daily mylife president nandasena gotabaya
Mind use find mybody and my ears human body machine
Marvin silva, chandrasena hettiarachchi, yohani de silva, nilan hettiarachchi, yureni noshika, torturer surround my room guest man
Somarathna disanayaka, renuka balasuriya, manel wanaguru, shiroshi romeshika, amal perera, rithu akarsha, sonali fonseka, iresha asanki, nilanthi dias?
Himasha hasanthika
1999.02.16",1
1688,I always use American action,4
1689,American English,4
1690,You was born in 1990😳😳,3
1692,Di i am all ears when I watch your video,3
1693,"American: eggplant
British: aubergine
Me: Di€k",2
1694,"You would never say I hurt myself by the skin of my teeth,..... you would say, I made it by the skin of my teeth.",3
1695,"Cell phone in America and mobile phone in British.
Me: Phone 💀💀",4
1697,American,4
1698,"Hello Marina..  First of all is an amazing felling been here and type to you, because, your youtube channel was one of the first channel that I tried to whatch and learn with...  Of couse at begining I was a desaster Rsrsrs.. But nowdays I trilled to share that my english had so many improvement and your videos have always on my playlists.... So Thanks.   PS:  I also Love the Silicon Valey Girl.",1
1699,"American: candy
British: sweets
Me: chocolate",0
1702,So my doubt is which should i belongs to😂 because i use both the american and British 😅,4
1703,"Me:""  Boss we need  a heart to heart conversation😐 ""
Him:"" You are fired!! ""😂👌💀😭",3
1704,"Hello marina , i'm happy to find your youtube , i just start learning my english bcs my english so bad i feel. but i try everyday make progress. my big dream is have a job make me happy , make independent women.",1
1707,I mix both language and then speak😅😅😅 this is better way to speak english if you speak this  type English so you cant have any confusion,4
1708,Don’t be angry Marina I like your normal attitude 😊😅,3
1709,"At the same time, there is also the concept of boundaries in psychology. So, you may want to set boundaries with certain people due to the situation / depending on how advanced your relationship is with them. In this case, you might purposely use the advice in the video above.",1
1710,Italy: free. For everyone.,3
1711,"I'm not sure about this. In psychology, they tell you to name the emotion. If you say: ""Not bad"" every time someone asks you: how are you ?, then is there a risk that there is an emotional disconnect between what you cognitively say and then what you feel. Whereas if you say: ""I am a bit tired"", it gives you yourself the chance to try and fix your own health because you also will realise that after a time you are saying that often (you probably need to buy a night mask, do some journaling about what you're worrying about and get more sleep). It also allows you to have an opportunity to build rapport, with certain people in your life. It is in this sense that we should ""be ourselves"" (name the emotion). This is only my opinion but I though that I would add my tuppence worth.",3
1712,But I'm rohingya I can't go there.,3
1713,I want to study the USA university,1
1714,I love this video it`s so much useful for me,1
1715,how about gattinoni and kendo,3
1716,Why the hell did I said summer for the first one 😂,3
1718,I speak British English with American accent,4
1719,I use the word money for the first one 😂😅,3
1720,That's really great idea to improve our pronunciation and speaking skills and build confidence too! Really looking forward to more such videos!❤,1
1722,Possibly the worst advice I had about this subject !,3
1723,"2:18 Should they be reversed? As I know, tap is generally used in Britain and faucet is typically used in America",3
1724,You program very nicely and you are charming❤❤,1
1725,What’s the ai?,3
1726,"what I said
1. Cucumber
2. Light
3. Bin
4. phone (idk y)
5. Phone",0
1727,"Me: vechle, sugerfood, circle,shirlock,bejana",0
1730,You're 24/24 smiling You've to control your self sometimes in serious situation.,3
1732,can you make video with this tool in terms of how to use it or what is the advantage  or disadvantage of it,1
1733,I think languages are  just necessary for personal growth,1
1737,Missing The Russian Marina 🙋‍♂️😄❤️,3
1738,Loveyou❤❤❤❤🎉,3
1739,Thats it we are done🤗,3
1741,Lol im 40% american and 60% british,4
1742,Do you know why i like your vedios marina because your pronounciation is esay to understand and your accent is very clear i like it 🎉🎉🎉,1
1743,ya i'm not yet start thinking in  inglish but i will soon learn to thin in english i will practice on it tanks love from pakistan,1
1744,Thank you very much ❤❤❤,1
1746,That is indeed a charming British accent.,4
1748,You need some clothes,3
1749,I support you. Have a nice day.,1
1751,I love you beacause you help me every single day... Thanks,1
1752,"I’m in Canada right now and I need to practice my English, your videos help me a lot, thanks for everything. ❤❤",1
1753,It’s funny how she is trying to teach us English and when I can barely understand her likity English!,1
1754,"Great video by Marina, very interesting. I liked it much! She is a great English coach! I like her much 💕💐🤗!",1
1755,I am a grade 9 student I come from another country but I can't speak English just a little bit but I am just trying this question and I got only 10 correct answers but am Happy b/c I am good and I hope you help me more than now and thank you for the test ❤,1
1756,The last one is called pen-,3
1758,Thanks a lot ❤❤❤,1
1759,Oh you looking cute and milf 😮,3
1761,"For the eggplant emoji, I almost said pen-",2
1762,Very useful. Spasibo bolshoye! ❤️🌹,1
1763,Thanx for making me have hope for my country again. Small towns are great,1
1764,I speak American,4
1766,I’m learning Russian.,3
1767,American👇,3
1768,american english even if im filipino,4
1769,Very bad 😔,3
1770,a lorry is a truck with more cargo yhingys its not the same as a truck,0
1771,i yearn to knw how u were looking in your 20s,3
1772,American,4
1773,"why is there a ""great"" before britian ?",4
1774,At the end they'll flush you down to the toilet,3
1775,"Yall blind, i dont rly know how no body said penis but yea...",3
1776,"She is joking, right?",3
1777,I said Architect the 5th,3
1778,Both.,3
1781,Both languages,4
1783,we are talking about  it today! The same is with musical instruments. We can say we could hear all the sounds from the Internet. But still... This is so enormous when you actually CAN play Chopin's waltz....,3
1785,I don't wanna be completely dependent dependent on technology. It's not really worth it.,1
1786,My TOEFL is tomorrow and I need to score at least 95 🥵,1
1787,You learn for yourself... but yeah actually ai is gonna change the world a lot,1
1788,"Excuse me. 
Why are you naked? 🤔
these clothes are not appropriate for teaching a language, perhaps in your personal life it's appropriate.",1
1790,Respect!,3
1794,"Hey...i tried to get the workbook but it can't happen i put my email & said ""the workbook has been sent to your email"" but when i check my email i can't find it...does the link expired?",1
1795,I think we are done.,3
1796,"Learning foreign languages will still be useful. It is amazing what AI can do, but we need some kind of frame of reference to check it against in order to make sure it behaves correctly.",1
1797,"Whoa! That's pretty amazing. Accents and everything... 
As exciting as the technology is, I still am proud to stumble through the 5 languages I have studied.  It is so rewarding.",1
1798,Good for video but what with everyday conversation? Still worth to learn languages,1
1799,"It's just unbelievable
I don't getcha until you have told later that this is being done by AI 😮😮😮",1
1800,Do you think learning languages is still necessary in the modern world?,1
1801,"It 's time to switch to Chinese.
And.. yellow things are really more and more around us 😉",3
1802,"Yes, Americans are very open and pay genuine compliments to strangers and are very friendly and cordial.  The only thing they don't do which I find perplexing, is include the word 'please' in most requests.  They say thank-you and are very polite in every other way, but seldom say please.  It's odd.",4
1803,Thank you Marina for your English lessons with Meditation. It will help me to learn English faster. Your English teaching is always good Marina. I need more lessons from you. I miss your classes.,1
1804,No one is teaches like you mam,1
1805,Your speaking english language is so bad because when anybody new started. You should watching Poc English,1
1806,Last one is baigan,3
1808,"The last one of who knows the last one there are a sigma 🗿🍷 
👇",3
1809,All is english amiricain but the aubergine is the one british,2
1810,Long Life to Ukraine.,3
1811,Long Life to Ukraine.,3
1812,Long Life to Ukraine.,3
1813,Long Life to Ukraine.,3
1814,Long Life to Ukraine.,3
1816,"American : candy
British : sweet

Me : chocolate",0
1817,"america egg plant
me sh**",2
1819,"We indians got colonised by so many , that we speak a mix of american , british AND australian",4
1821,That great 🎉,1
1822,"British:Aburgine
America:eggplant

Me:Dick",2
1823,But in Indian English it is Brinjal 😂😂😂😂😂😂😂😂😂😂,3
1824,I am from india and now l got to know why l speak British english😢,4
1827,I thought she wants a napkin 💀,3
1828,Yes this is true!!! Thank you for saying positive things and help reminding me why I like living here. 🥰💓💗💗💗💓💓💓💓💗💗💗💗💗💗,1
1830,It's Brinjal 😅,3
1831,"I speaked both like
first i said lorry
and isaid candy 
cookie sweater 
i said eggpalnt",0
1832,Thanks for your grateful meditation 🤍,1
1834,Both😂,3
1835,"American: Eggplant
British: Aubergine






Me: dic-",2
1836,Marina in 2014 sounds nice and natural. Now you make pauses and try too hard and too loud. Imho.,1
1841,Wow!you are genius.,1
1844,Mr thinking the last one was sm elsewhere...😅,3
1845,"Thank you dear..
And Yellow blue Bus😙😙",1
1846,Plsss Indian and American 😊😊,4
1847,I wanna travel to many countries and be interpreter,1
1848,First one in Indian is cucumber second one is torch third one is dustbin fourth one is gas station and fifth is mobile phone,0
1849,I said cucumber and just phone 💀,0
1854,"Hi there, i am looking for an English speaking partner. I guess my level is upper intermediate. I just want to become more fluent. If you are interested, please reply this comment: 🙏",1
1858,Marina is dreaming of becoming an actress🎉,3
1859,The reason why? you like a great teacher,1
1860,I've been following Linguamarina since September only this year,1
1861,"Heyyy there, I need TOEFL IBT overall score of 80 (Listening 17, Reading 18, Speaking 20, Writing 17); in 2 months!
and I think I can do better after watching this video. so thank you 🙏🏼",1
1864,I really liked that ....❤❤,3
1865,"😂🤣 so truth, she is British 🤣🤣🤣😂 I'd like to know if that is funny or offensive for UK guys coming from an American or other stranger that learned with the American English ❤😂
Marina btw your hair is over your baby's eyes 😂😂",4
1866,I'm really love this vedio. And thank you so much for your help ❤,1
1867,None of them,3
1868,Pronounced all correctly except ENTREPRENUR.,3
1869,"Thank you so much, Marina! Watching from Tajikistan!",1
1870,"I adore you and your Videos, I think your course and advices helps to my grade increasing, thanks you for all......",1
1871,if i couldnt come to those universties i try to learn english like native speaker if i could not i will kill myself!,1
1873,"""Zucchini in american, Courgette in england""
My mind: Cucumber💀💀💀

""Cell phone in american, Mobile phone in england""
My mind: Iphone💀💀💀

""Trash can in american, Dustbin in england""
My mind: Trash bin💀💀💀",0
1875,Inshallah I will get a 7.5 score. I will prove to myself I can do it. It's my dream goal. Anyhow I will achieve this goal.❤,1
1876,"According to my center I need to get a 90 at least, We made mock exams an I got 83, My exam is next week I hope I can get there, Thanks for the video, It helped a lot.",1
1877,are on the news and in the news both grammatically correct?,3
1880,4/5    American 😁,4
1881,I  can hear you,3
1882,"Eggplant is because while the eggplant grows it’s small and extremely white resembling an egg, so eggplant makes a lot of sense.",2
1883,"Marina, I appreciate what  you do for us. But please when you explain meaning of phrases - ask native speakers about that. I stopped to watch your presentation to the middle.",1
1884,Becoming a great registered nurse in the US and travel all over the world,1
1885,american english,4
1887,"fully British, said cucumber",0
1888,I’m so American bro but I kinda knew some of the British ones,4
1889,Worst British accent attempt I've ever heard 😅,4
1890,Thanks for your help. I'm from Cuba.,1
1891,"thanks Malina
I want a friend for english speaking",1
1894,American english but i am british,4
1896,i say american more then british,4
1897,I say Vaahn Gohhh ( throat sound),3
1900,Thank you so much Ms marina I liked how you explain specially grammar  I'm really Appreciate you,1
1901,"I have been working for 5years
I have working since 2022",1
1903,Is ¨would¨ a way to say something I wish or  desire?,3
1904,My native language is the UZBEK,4
1905,I have big goals for work on cruiship. Thats reason i wanna learn english. Thanks a lot for meditation,1
1908,Both,3
1909,i focus on speaking most and now i struggle with grammar i have to learn grammar now,1
1910,Americano,4
1911,Lovely Maria :),1
1912,Me toffe and brinjal,3
1913,All are awesome 👍,1
1914,"The topic of your video clips is the topic of the common daily life used and that’s why I’m interested on,
For example like yes, No, Alots, thank you ,how are you, In addition to that the way you explaining is in detail and it makes the listener easier to understand stuff like that. Load of love",1
1915,"It's not shit, its the shit 🥹",3
1916,"Thanks for your video, it's very lit and useful. I will pop into this lesson again to learn some vocab",1
1917,american english,4
1918,Thumbs up clips,3
1919,Le me saying CASHHHhhhhhhh* with full confidence in face..,3
1920,Me: tophy 🍬born different,3
1921,cUcUmBeR pHoNe ( but mostly American,0
1924,It’s just “phone”,3
1925,English people never say dustbin anymore. It’s bin.,0
1926,Courgette? Zucchini?! That’s a flipping cucumber 🤦🏽‍♀️,0
1927,"Yeah , you look cool in British accent but I like your American accent ❤❤",4
1928,"Wow... this is hard 😂 i thought I was B2, but in this test I still in B1. I challenge myself to continue the test to C1, it was terrible. Nothing is correct. I gotta learn more and improve my vocabulary",1
1929,"Wow... this is hard 😂 i thought I was B2, but in this test I still in B1. I challenge myself to continue the test to C1, it was terrible. Nothing is correct. I gotta learn more and improve my vocabulary",1
1930,"Indian be like

Cucumber 🥒
Torch 🔦
Dustbin
Petrol pump ⛽
Mobile 📲😅",0
1931,"I get all right 
O o
U",3
1933,"Americans: Eggplant
Britishers: ✨ Aubergine ✨ 












Indians: brinjal",2
1936,British accent,4
1938,British🇬🇧,3
1939,Marina Mogilko bringing new version of Klaus Mikaelson...😅😂,3
1940,"I'm just the two 😅... No perfect accent
But I love the Britain accent more",4
1942,Oh nice marina you give me such a nice tips.Thankyou for sharing your Ideas.,1
1943,"this video inspired me so much. my biggest dream is i want to study abroad take postgraduate next year. so many people mocks me, judge me, all the time i heard that. it really hurts my heart and feeling. but through your video i can started to confident. i always remember this quotes ' if there's a will, there's a way ' thank you so much xoxo build my spirit again to learn english more. i'll do my best",1
1945,This is the most retarted thing I’ve ever seen. Nothing that black loving c2nt said made any sense,3
1946,The holiday ! The movie.,3
1947,"Hi marina this meditation video is amazing❤
I'm relaxed, ejoyed from this. I love you very much😊",1
1948,last one is a fejjoa,3
1949,great teaching my life,1
1950,Back to the future,3
1951,"American:candy 
British:sweets
Me:chocolate 😂😋",0
1952,What for me the first is cucumber,0
1953,"Are you amarican or Barrish
Me who is India 😮",3
1954,Me who accidentally said d***😮,3
1955,Now I understand why I got slapped while telling a Russian which bus to board 🚌 😢,3
1957,"As an American let me just say this- 
Never try to change your accent for anyone or anything, we find foreign accents very beautiful ❤",4
1958,"I've been following Linguamarina for 2 months
I've been following Linguamarina since July 2023.",1
1959,"When I was 14 I used to overthink about my own dreams which I have,however; when I grew up I thought that It’s something untouchable now so why are you overthinking then I made decision to be focused on my purposes and shouldn’t think about the future so I realized that this method has been worked out so nowadays I’m significantly near in my dreams. I’d recommend focusing on your time is really important if you prevent it you will be definitely anxious you would be successful when you make your brain comfortable then do the appropriate obligations in your entire life. Thank you!",1
1960,"American:candy
British:sweets
Me:toffee

American:eggplant
British:Aubergine
Me:Brinjal 
🤡",2
1961,*Me who learned this in the 2000s with the help of midtown madness😂,1
1962,"Englishe no disition   
Liglit fore years showe comoition disition Amrican life  efficrt i do no ligliy American life jorrnniy and fore jorrnniy familiy life city name ❤Cetestnia showe name jorrnniy❤ ligliy officale showe compition intrnitionale disitio 100:% ::",4
1963,"right and lifet no jorrnniy English disition  only 100% Amrican life ceredtnia name officale disetion jorrnniy name ligliy officale i trnitrnitionale disition 
All side no Englishe life disition no familiy showe ligliy officale inyrnitionale showe only jorrnniy and fore jorrnniy familiy ligliy life Amrican officale disition  Amrican Visa abd familiy numres  quation",4
1964,Tell me you're a Russian spy without telling me you're a spy...😢,3
1966,I like the bucket!,3
1967,Americans: don't you want a boh'o'voh'r...? 😂,4
1968,I knew all of them.... This is so easy,3
1969,Australian English has left the chat… (ITS BIN OR RUBBISH BIN  NOT TRASH CAN OR DUSTBIN!!!!!) 🇦🇺,4
1970,me being an indian i speak american english 💀😭,4
1971,"Indians be like
That is a cucumber",0
1972,"Its not candy or sweets 

I SAID lollies",0
1973,"Australian english: Truck, Lollies, Cookie, Jumper, Eggplant",0
1975,if we want to learn english then how we can understood what u r saying before learning 🙂,1
1976,I am interested in the phrase okey-dokey then the word yes❤,3
1977,I have the exact same question,3
1978,"I feel a lot better after watching your video clips well , my respond to your question how are you is not bad thank you❤
I hope your video clips can help lots of people who struggle with theirs English problems like me.",1
1979,"When I will study english, think I need to study also different english 😁",1
1981,Lord Jesus Christ died for you and is waiting for you to ask Him into your heart❤❤❤,1
1983,"Let me confirm as an Aussie
We say bathers instead of swimwear
We say undies not underwear
But everything else correct✅",0
1984,as a british we spoke both of them,4
1985,I’m British,4
1986,Ceo of a company ❤,3
1987,Thanks. This what I was looking for,1
1988,I'm  both,3
1990,"It’s all cringe and makes 0 sense, what happened to just using words the way they were intended ?",3
1992,Khowasso😅😂,3
1993,"Me confidently yelling out cucumber-




When she called it a fricking zucchini-",0
1995,I don't know English very well my family bully me for not getting to know English and I feel worse so I saw this video and it kinda helped but still they are bulling me,1
1996,"Hi Marina,
You have no idea, how much you helped me. Your videos are like my motivation to learn English. The fluency I have right now in English is because of you.",1
1997,I need more like this please Marinaaa,1
1998,"American:- Candy
British:- Sweets
👇👇
Me- Toffee 😂😂",0
2000,The video which draw my attention was about improving my grammar,1
2001,"Hello marinnn❤
Will u pls give me a clarity about the word ""cringe"" in your style",1
2003,Thosw who say Brinjal Like,3
2005,That’s amazing listen to you and thank you so much of make me confident and helping me learn English wish your videos.god bless you!,1
2007,i tought the egg plant you where gonna say di*c-,2
2008,"fun fact: you said colours not shades of colours, so it is purple, red and green etc",3
2010,I am from America Los angeles,4
2011,It's the shit ❤,3
2012,All Caucasians world-wide is going into slavery.. that is what the bible says.. future prophecy.. The Caucasians are the descendants of esau in the bible as a people they are referred to as the.. EDOMITES ... The EDOMITES are the people that god hates.. Death and slavery is coming to all the heathen nations... The real jews are the blacks Hispanics and native Americans.. All the other nations are heathens dogs servants slaves that's what the bible says...,3
2013,"Thank you for this great lesson
For the last phrasal verb turn down , can we use it in both formal and informal conversations ?",1
2014,American English team👇,4
2015,"To speak English quickly and understand natives better:

1. **Practice Regularly:** Consistent practice is key. Engage in daily conversations, read, and listen to English content.

2. **Immerse Yourself:** Surround yourself with English media – movies, TV shows, podcasts. This helps you get used to the speed and nuances of native speech.

3. **Listen Actively:** Pay attention to how native speakers articulate words, their intonation, and rhythm. Mimic their speech patterns.

4. **Expand Vocabulary:** A rich vocabulary enhances understanding. Learn new words daily and try to use them in sentences.

5. **Speak with Natives:** Engage in conversations with native speakers whenever possible. This helps you adapt to their pace and pronunciation.

6. **Use Slang and Idioms:** Familiarize yourself with common slang and idiomatic expressions. Natives often use these in casual conversations.

7. **Watch Your Pace:** While speed is important, clarity is crucial. Find a balance between speaking quickly and enunciating clearly.

8. **Practice Pronunciation:** Work on your pronunciation regularly. Use online tools or language apps to fine-tune your accent.

9. **Join Language Groups:** Online language exchange platforms or local meetups can provide opportunities to practice with native speakers.

10. **Ask for Feedback:** Seek feedback from native speakers or language tutors. Constructive criticism can help you identify areas for improvement.

Remember, it's a gradual process, and consistency is key.",1
2017,For me the application is the nightmare. I just dont remember when i should use a certain tense and end up defaulting to something like past simple,1
2018,You looks so beautiful through brain and outer appearance ❤❤❤❤❤❤❤,1
2019,You seriously can't neat Irish butter. There is nothing better or comes even close to it,0
2024,TAMMAM ANBIYA-E-KIRAM SUBHAN ALLAH,3
2028,"Truck








Candy









Cookie










Jumper











Eggplant",0
2029,Cookies and biscuits are completely different,0
2030,"Hello teacher your video very very learning english healping,thank you so much, i am from Bangladesh ❤",1
2031,"Me:
Truck(american)
Candy(american)
Buscuit(british)
Sweater(american)
Eggplant(american)",0
2032,"As an Indian, I am now able to speak in an American Accent Fluently thanks to you. Thank you so much Marina!",1
2035,Your intonation is really amaging,3
2036,cool =),1
2038,I need someone to speak English with,4
2039,Thank you so much,1
2040,Hi Marina u r great. I like ur videos. Ur welcome to visit India and see the Gods'own country Kerala. I am from Trichur where the world renowned Pooram Festival is held annually. See u bye,1
2041,I THOUGHT IT WAS WIENER-😭,3
2043,"I watch you from Istanbul, Actually you impressed me, you have a highly unique style, Good job.",1
2044,Thank you so much,1
2045,"Say hi is strange
Muslims:😐",3
2046,Today I got that I'm half American...,4
2047,'So much' is another word i 'm using repeatedly in my conversations.can you give an alternative to this..?,3
2048,I speak American English,4
2049,Beauty with  brains queen Marina👸💖💕💗,3
2051,"American candy 🍬 
British  sweets 
Me toffee 😅

American eggplant 
British aubergine 
Me brinjal😅",2
2053,Wow. Nice reflex,1
2054,"Great Teaching thanks Teacher , I'm Ananda,  I'm from Sri lanka, I'm learning English language,",1
2055,I am like 50/50 because I come from Switzerland 😂,4
2056,I’ve never said this,3
2057,"Hey Marina, please help me as i am facing trouble with TOEFL preparation. I am preparing from about 2 months but still my score in R18, L20, W18, S15. Please guide me what should i do coz on 22 oct i have my exam . I am really worried about exam. I hope that you reply to me as soon as possible.",1
2059,"Americans eggplant
British aubergine

Indians brinjal",2
2060,"Americans candy
British sweets 


Indians toffee",0
2065,wow i liked the way u teach english i just love it😍🥰,1
2066,My favorite song is (Closer) and I have fallen in love with this song since I had seventeen years old.,3
2067,"I am dirty minded so i thought about the emojis sooo:
There was a girl who was sexually kept in a truck basically she was kidnapped and 
She feel for little trick that a old man said come over here for candy and cookies and she came anf became kidnapped so the man took her clothes off and then did something with the ""duh duh duh"" like down there yk that eggplant 🍆",0
2068,i feel completely overwhelmed with english,1
2069,how french fries can be from US?(If it is FRENCH),0
2070,I identify myself as an American living in India 😂,4
2073,"Hi marina,Your videos are mesmerising furthermore i admire to watch your video’s moreover your updated videos are significantly impressive.",1
2074,"Im American,
Im gonna Not tell my us state and capital",4
2075,"Indians 

1. Tempo
2.Toffee
3. Biscuit
4. Cottie
5.Brinjal",0
2076,Wot a posh nappy 😂 perhaps in 1920s,0
2077,Hi marina  ! your accent to learn english is so amazing now i practice on it and i'm able to speak english thaks such great teacher love from pakistan♥♥♥,1
2080,Email not send me 😢,3
2081,"American English
👇",4
2083,Rip snale ☠️☠️,3
2084,Hey what are you doing nowadays? How to answer this 👆🏻?,3
2085,"her: Sneakers\trainers
me: Shoes

her: Truck\lorry
me: Green lorry

her: plaster\band aid

me: Band

her: chips\French fries

me: fries",0
2086,i swear to god bri'ish people don't know how to talk in their own fucking language,4
2087,btw am from the philipinse,3
2089,"I am not a native speaker can I be able to get use to do any word's pronunced as well native speaker..

i am from Sri Lanka, Most of our country peoples speak as south asian english.

But however I like to learn and speak  very fluency..

But as I feel It is very difficult to do 😥",1
2090,Where are u watching ?,3
2091,"Thank you 😊 💓,  you are a amathing .You give me inspiration to achieve my goals .",1
2097,Australian English has left the chat…,4
2098,That's a cucumber 🥒,0
2100,Indians use both American and British English 🗿,4
2101,"I love short YouTube for English, like I got the point to watch it",1
2108,"Truck
Candy
Biscuits
Sweater
Brinjal",0
2109,I’m America and British,4
2110,Aubergine is so complicated also I'm Filipino- *Philippines* how do I now all this-?,2
2111,"me and my mom was in a bus to go home from my aunties house and when we were at a bridge I saw the whole sea colored beige, I was surprised to see such a dirty water.",3
2112,"Cucumber 
Torch light 
Dustbin
Petrol bunk
Phone",0
2113,Australia truck lolly cookie jumper eggplant,0
2115,I listening to it every time I go to work,3
2116,What a lovely girls .i want to check your heart and external marphology 😮,1
2118,Thank you very good explanation,1
2120,"As an aussie i said ""SERVO"" for gas/petrol station 😋😋😋😋",3
2121,My goal to learn English is to be able to communicate other people around the world and build my YouTube channel.,1
2122,America actents but im serbian,4
2123,Double negatives and questions with intonation came from the Spanish language I guess. It's grammatically correct for Spanish,3
2124,"This is a cookie 🍪
A different circular treat is biscuit",0
2125,Wow! It's so helpful! It's my first time learning kitchen vocabulary after a decade of learning English. It's so fun watching words in real life ❤🙌,1
2126,"can borrow...I hope you won't give it back, lol!",1
2127,American and British,4
